Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.293906,0,0.289062,0.396038,0.12333,0.12601,0.991394
0.294469,0,0.390625,0.481741,0.123551,0.126241,1.62964
0.295454,0,0.308594,0.487154,0.123994,0.126644,1.30188
0.296453,0,0.277344,0.408668,0.124393,0.127052,0.981537
0.297463,0,0.363281,0.365365,0.124791,0.127465,1.14944
0.298434,0,0.324219,0.490762,0.125234,0.127861,1.37793
0.29945,0,0.308594,0.387016,0.125633,0.128275,1.03427
0.300441,0,0.316406,0.474524,0.126031,0.128679,1.30023
0.301474,0,0.347656,0.315748,0.12643,0.129101,0.950623
0.302462,0,0.335938,0.423102,0.126873,0.129503,1.2309
0.303514,0,0.332031,0.380702,0.127315,0.129932,1.09467
0.304562,0,0.292969,0.310335,0.127714,0.130358,0.787354
0.305651,0,0.359375,0.347322,0.128112,0.130801,1.08093
0.306512,0,0.402344,0.553912,0.128511,0.131151,1.92999
0.307507,0,0.347656,0.456481,0.128954,0.131556,1.37433
0.308453,0,0.3125,0.271543,0.129264,0.13194,0.734863
0.309496,0,0.3125,0.411374,0.129707,0.132363,1.11328
0.310491,0,0.371094,0.381604,0.130105,0.132767,1.22635
0.311513,0,0.371094,0.472719,0.130504,0.133182,1.51917
0.312474,0,0.371094,0.336497,0.130858,0.133571,1.08139
0.31343,0,0.34375,0.312139,0.131257,0.133959,0.929199
0.314455,0,0.367188,0.303118,0.131655,0.134374,0.963867
0.31546,0,0.382812,0.344616,0.132054,0.13478,1.14246
0.316444,0,0.328125,0.404157,0.132452,0.135178,1.14844
0.317468,0,0.3125,0.429417,0.132895,0.135592,1.16211
0.318525,0,0.316406,0.313041,0.133294,0.13602,0.857758
0.319474,0,0.390625,0.446557,0.133692,0.136403,1.51062
0.320546,0,0.34375,0.289586,0.134091,0.136836,0.862061
0.321499,0,0.367188,0.353637,0.134578,0.13722,1.12451
0.322488,0,0.351562,0.380702,0.134932,0.137619,1.15906
0.323425,0,0.347656,0.623376,0.135375,0.137996,1.8768
0.324513,0,0.339844,0.368072,0.135774,0.138435,1.08325
0.32549,0,0.371094,0.331084,0.136172,0.138828,1.064
0.326529,0,0.332031,0.353637,0.136615,0.139246,1.01685
0.327473,0,0.386719,0.302216,0.136969,0.139626,1.01212
0.328455,0,0.285156,0.388821,0.137412,0.14002,0.960175
0.329452,0,0.253906,0.263424,0.137811,0.140421,0.579224
0.330509,0,0.34375,0.301314,0.138209,0.140845,0.896973
0.331528,0,0.285156,0.314846,0.138652,0.141254,0.777496
0.332455,0,0.34375,0.37168,0.139051,0.141626,1.10645
0.333526,0,0.382812,0.574661,0.139449,0.142055,1.90509
0.334473,0,0.347656,0.485349,0.139803,0.142434,1.46124
0.335494,0,0.355469,0.474524,0.140202,0.142843,1.46075
0.336462,0,0.386719,0.461894,0.1406,0.143231,1.54688
0.33762,0,0.332031,0.468209,0.141088,0.143694,1.34628
0.338449,0,0.316406,0.418591,0.141398,0.144025,1.14697
0.339459,0,0.289062,0.351833,0.141796,0.144428,0.880737
0.340564,0,0.34375,0.424906,0.142239,0.144869,1.26489
0.341481,0,0.308594,0.403255,0.142593,0.145235,1.07767
0.34249,0,0.261719,0.322063,0.14308,0.145638,0.72995
0.343492,0,0.363281,0.466404,0.14339,0.146037,1.46732
0.344487,0,0.386719,0.44746,0.143789,0.146434,1.49854
0.345427,0,0.382812,0.424906,0.144143,0.146808,1.40863
0.346466,0,0.34375,0.586389,0.144586,0.147221,1.74561
0.34743,0,0.410156,0.454677,0.14494,0.147604,1.61499
0.348446,0,0.351562,0.391527,0.145339,0.148008,1.19202
0.349442,0,0.335938,0.488056,0.145737,0.148403,1.41986
0.350438,0,0.375,0.436634,0.146136,0.148799,1.41797
0.351447,0,0.320312,0.413178,0.146579,0.149199,1.14612
0.352569,0,0.324219,0.521435,0.147022,0.149644,1.46405
0.353424,0,0.402344,0.469111,0.147376,0.149983,1.63452
0.354434,0,0.355469,0.309433,0.14773,0.150383,0.952545
0.355421,0,0.308594,0.449264,0.148217,0.150773,1.20062
0.356474,0,0.324219,0.516924,0.14866,0.151189,1.45139
0.357516,0,0.3125,0.484447,0.149059,0.151601,1.31104
0.358505,0,0.316406,0.377093,0.149413,0.151992,1.03326
0.359543,0,0.261719,0.306726,0.149811,0.152402,0.69519
0.360463,0,0.355469,0.37168,0.150166,0.152765,1.14417
0.36149,0,0.289062,0.243577,0.150564,0.15317,0.609741
0.362503,0,0.347656,0.390625,0.150963,0.153569,1.17606
0.363489,0,0.40625,0.413178,0.151317,0.153957,1.45361
0.364482,0,0.355469,0.289586,0.151671,0.154348,0.891449
0.365467,0,0.355469,0.312139,0.15207,0.154735,0.960876
0.366457,0,0.402344,0.537673,0.152468,0.155125,1.87341
0.367716,0,0.324219,0.279662,0.152911,0.155619,0.785217
0.36861,0,0.355469,0.484447,0.15331,0.15597,1.4913
0.369465,0,0.382812,0.241773,0.153576,0.156305,0.801514
0.370485,0,0.363281,0.230947,0.153974,0.156706,0.726562
0.371461,0,0.382812,0.478132,0.154417,0.157088,1.58508
0.372549,0,0.3125,0.305824,0.154816,0.157514,0.827637
0.373461,0,0.40625,0.267934,0.155125,0.157871,0.942627
0.374479,0,0.410156,0.442047,0.155568,0.158269,1.57013
0.375487,0,0.351562,0.267934,0.155923,0.158663,0.815735
0.376528,0,0.359375,0.375289,0.156365,0.15907,1.16797
0.377458,0,0.4375,0.528652,0.15672,0.159433,2.00293
0.378457,0,0.394531,0.297705,0.157074,0.159822,1.01715
0.379432,0,0.417969,0.545792,0.157473,0.160202,1.97556
0.380439,0,0.398438,0.368072,0.157827,0.160595,1.27002
0.381431,0,0.414062,0.282369,0.158181,0.160981,1.01251
0.382445,0,0.488281,0.484447,0.158624,0.161375,2.04849
0.383451,0,0.402344,0.391527,0.159022,0.161766,1.3642
0.384502,0,0.371094,0.217415,0.159377,0.162175,0.6987
0.385466,0,0.347656,0.402353,0.15982,0.162549,1.21136
0.386434,0,0.390625,0.242675,0.160174,0.162925,0.820923
0.38743,0,0.367188,0.248087,0.160572,0.163311,0.788879
0.38844,0,0.414062,0.539477,0.161015,0.163703,1.93445
0.389468,0,0.382812,0.463698,0.161414,0.164101,1.53723
0.390476,0,0.421875,0.418591,0.161812,0.164491,1.5293
0.391453,0,0.34375,0.248087,0.162167,0.164869,0.738525
0.392494,0,0.363281,0.559325,0.162654,0.165271,1.75964
0.393473,0,0.339844,0.270641,0.163008,0.165649,0.796509
0.39446,0,0.359375,0.55301,0.163407,0.16603,1.72107
0.395447,0,0.394531,0.442047,0.163805,0.166411,1.51031
0.396476,0,0.351562,0.394234,0.164159,0.166807,1.20026
0.397452,0,0.34375,0.297705,0.164514,0.167184,0.88623
0.398477,0,0.40625,0.474524,0.164956,0.167578,1.66943
0.399436,0,0.386719,0.577367,0.165355,0.167947,1.93359
0.400493,0,0.390625,0.480839,0.165754,0.168353,1.62659
0.401457,0,0.355469,0.309433,0.166108,0.168724,0.952545
0.402445,0,0.398438,0.414081,0.166506,0.169103,1.42877
0.403488,0,0.363281,0.359952,0.166905,0.169503,1.13242
0.404483,0,0.355469,0.428515,0.167304,0.169884,1.31912
0.405436,0,0.390625,0.416787,0.167658,0.170249,1.40991
0.406432,0,0.316406,0.263424,0.168012,0.17063,0.721802
0.40744,0,0.328125,0.482643,0.168455,0.171016,1.37146
0.408483,0,0.382812,0.590899,0.168853,0.171415,1.95892
0.409504,0,0.34375,0.561129,0.169252,0.171805,1.67041
0.410667,0,0.363281,0.217415,0.169606,0.172249,0.68399
0.411466,0,0.335938,0.315748,0.169961,0.172554,0.918579
0.412491,0,0.34375,0.289586,0.170315,0.172944,0.862061
0.413447,0,0.367188,0.296803,0.170669,0.173308,0.943787
0.414448,0,0.351562,0.529554,0.171112,0.17369,1.61224
0.415443,0,0.359375,0.357246,0.171466,0.174068,1.11182
0.416488,0,0.3125,0.483545,0.171909,0.174465,1.30859
0.417522,0,0.367188,0.357246,0.172263,0.174858,1.13599
0.41847,0,0.390625,0.300411,0.172618,0.175218,1.01624
0.419468,0,0.367188,0.535869,0.17306,0.175596,1.70398
0.420458,0,0.304688,0.372582,0.173415,0.175971,0.983093
0.421531,0,0.394531,0.418591,0.173857,0.176378,1.43018
0.422505,0,0.324219,0.403255,0.174212,0.176746,1.13223
0.423537,0,0.261719,0.31665,0.17461,0.177136,0.717682
0.424472,0,0.359375,0.584584,0.174965,0.17749,1.81934
0.425505,0,0.367188,0.416787,0.175319,0.17788,1.32532
0.426529,0,0.339844,0.470013,0.175717,0.178266,1.38327
0.427473,0,0.386719,0.469111,0.176072,0.178622,1.57104
0.428441,0,0.363281,0.374387,0.176426,0.178987,1.17783
0.429438,0,0.386719,0.423102,0.17678,0.179362,1.41696
0.43047,0,0.335938,0.414081,0.177179,0.17975,1.20465
0.431449,0,0.378906,0.436634,0.177577,0.180118,1.43274
0.432493,0,0.363281,0.423102,0.177976,0.18051,1.33109
0.433517,0,0.308594,0.446557,0.178374,0.180895,1.19339
0.434431,0,0.355469,0.465502,0.178729,0.181237,1.43298
0.435429,0,0.339844,0.342812,0.179083,0.181611,1.00891
0.436441,0,0.320312,0.368072,0.179481,0.18199,1.021
0.437465,0,0.371094,0.437536,0.179836,0.182373,1.4061
0.438466,0,0.34375,0.472719,0.180234,0.182748,1.40723
