Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.129731,0,0.351562,0.484447,0.0462764,0.0566546,1.47491
0.130731,0,0.363281,0.487154,0.0467192,0.0570876,1.53259
0.131777,0,0.417969,0.491664,0.047162,0.0575399,1.77963
0.132795,0,0.367188,0.465502,0.0476492,0.0579804,1.48022
0.133806,0,0.398438,0.385212,0.0480477,0.0584177,1.32916
0.134833,0,0.363281,0.393331,0.0484906,0.0588617,1.23743
0.135799,0,0.363281,0.476328,0.0489334,0.0592796,1.49854
0.13677,0,0.355469,0.389723,0.0493319,0.0596992,1.19971
0.137763,0,0.375,0.393331,0.0497748,0.0601282,1.27734
0.138745,0,0.351562,0.54038,0.0502619,0.0605527,1.6452
0.139966,0,0.296875,0.525945,0.0508376,0.0610799,1.35217
0.140951,0,0.335938,0.559325,0.0512361,0.0615054,1.6272
0.141829,0,0.339844,0.500686,0.0515904,0.0618845,1.47354
0.142749,0,0.390625,0.62518,0.0520332,0.0622814,2.11487
0.143743,0,0.371094,0.487154,0.0524318,0.0627104,1.56555
0.144738,0,0.304688,0.324769,0.0528303,0.0631395,0.856934
0.145804,0,0.355469,0.575563,0.0533175,0.0635997,1.77179
0.146733,0,0.410156,0.604431,0.053716,0.0640001,2.14691
0.147733,0,0.386719,0.443851,0.0541146,0.0644315,1.48645
0.148733,0,0.300781,0.322063,0.0545574,0.0648623,0.838898
0.149748,0,0.339844,0.404157,0.0550002,0.0653,1.18945
0.150801,0,0.339844,0.526848,0.0555317,0.0657533,1.55054
0.151848,0,0.339844,0.393331,0.0559302,0.0662045,1.15759
0.15284,0,0.351562,0.388821,0.0563288,0.0666315,1.18378
0.153749,0,0.390625,0.314846,0.056683,0.0670231,1.06506
0.15474,0,0.390625,0.493469,0.0571701,0.0674496,1.66931
0.155775,0,0.382812,0.306726,0.0575687,0.0678949,1.01685
0.156741,0,0.386719,0.425808,0.0580115,0.0683106,1.42603
0.157743,0,0.347656,0.413178,0.0584101,0.0687418,1.24396
0.158838,0,0.335938,0.268837,0.0588529,0.0692125,0.782104
0.159775,0,0.402344,0.458285,0.0592958,0.0696153,1.5968
0.160806,0,0.441406,0.455579,0.0596943,0.0700583,1.74149
0.161884,0,0.40625,0.391527,0.0601371,0.0705217,1.37744
0.162731,0,0.429688,0.307628,0.0604471,0.0708852,1.14471
0.163728,0,0.386719,0.331084,0.06089,0.0713133,1.1088
0.164835,0,0.324219,0.449264,0.0613771,0.0717887,1.26141
0.165727,0,0.402344,0.507903,0.0617756,0.0721718,1.76968
0.166786,0,0.382812,0.251696,0.0621742,0.0726262,0.834412
0.167783,0,0.347656,0.497077,0.0626613,0.0730538,1.49655
0.168789,0,0.417969,0.466404,0.0630599,0.0734854,1.6882
0.169744,0,0.339844,0.476328,0.0634584,0.0738949,1.40186
0.170734,0,0.398438,0.389723,0.063857,0.0743192,1.34473
0.171736,0,0.382812,0.258913,0.0642555,0.0747484,0.858337
0.172735,0,0.421875,0.381604,0.0646984,0.0751764,1.39417
0.173743,0,0.339844,0.508805,0.0651412,0.0756084,1.49744
0.174741,0,0.421875,0.469111,0.0655397,0.0760355,1.71387
0.175747,0,0.488281,0.476328,0.0659826,0.0764662,2.01416
0.176731,0,0.496094,0.34191,0.0663369,0.0768871,1.4689
0.177775,0,0.472656,0.443851,0.0667797,0.077334,1.81677
0.178773,0,0.386719,0.396038,0.0671782,0.0777609,1.32632
0.179761,0,0.4375,0.470915,0.0676211,0.0781829,1.78418
0.180768,0,0.40625,0.367169,0.0680639,0.0786135,1.29175
0.181998,0,0.429688,0.603529,0.0686839,0.079139,2.24579
0.182836,0,0.371094,0.373484,0.0689939,0.0794973,1.20026
0.18389,0,0.390625,0.504294,0.069481,0.0799474,1.70593
0.184908,0,0.402344,0.448362,0.0699238,0.0803818,1.56223
0.185934,0,0.367188,0.327475,0.0703224,0.0808198,1.04132
0.186962,0,0.394531,0.385212,0.0707652,0.0812582,1.31613
0.187871,0,0.378906,0.397842,0.0711638,0.0816462,1.30545
0.188867,0,0.386719,0.389723,0.0716066,0.0820708,1.30518
0.189887,0,0.410156,0.38431,0.0720052,0.0825056,1.36505
0.190884,0,0.351562,0.614355,0.0724923,0.0829304,1.87042
0.191892,0,0.421875,0.470013,0.0729351,0.0833598,1.71716
0.192934,0,0.324219,0.559325,0.0734222,0.0838036,1.57043
0.193847,0,0.359375,0.398744,0.0736879,0.0841924,1.24097
0.194801,0,0.382812,0.357246,0.0740865,0.0845985,1.18433
0.195809,0,0.375,0.440242,0.0745293,0.0850275,1.42969
0.196864,0,0.308594,0.375289,0.0750164,0.085476,1.00293
0.197915,0,0.34375,0.320258,0.0754593,0.0859231,0.953369
0.198834,0,0.289062,0.446557,0.0759464,0.0863138,1.11786
0.199856,0,0.359375,0.459187,0.0764778,0.0867482,1.42908
0.200901,0,0.324219,0.408668,0.0768321,0.087192,1.14743
0.20186,0,0.34375,0.50249,0.0772306,0.0875992,1.49585
0.202844,0,0.371094,0.265228,0.0775849,0.0880169,0.852356
